,name,fulladdr,municipality,agency,agencytype,phone,agencyurl,operhours,Instructions,status,drive_through,appt_only,referral_required,services_offered_onsite,call_first,virtual_screening,health_dept_url,State,county,type_of_test,facility_type
9465,CCCC Emergency Training Center,"3000 Airport Road, Sanford, NC 27332",,Lee County Government,Municipal,919-542-4991,https://leecountync.gov/Blog/Post/4971/TWO-COVID-19-DRIVE-THRU-COMMUNITY-TESTING-EVENTS-SCHEDULED-JUNE-16TH-23RD-IN-LEE-COUNTY,"Tuesday, June 16th from 8:30 AM until 5:30 PM","The criteria for testing include: anyone with COVID 19 symptoms (fever, cough, shortness of breath, chills, muscle pain, new loss of taste or smell, vomiting or diarrhea, and/or sore throat); and close contacts of known positive cases, regardless of symptoms; and anyone at higher risk of exposure or at a higher risk for severe disease, regardless of symptoms.",Closed,Yes,Yes,No,testing only,Yes,No,https://www.nc.gov/covid19,NC,Lee,molecular,Non-medical Facility
9466,Dennis A Wicker Civic Center,"1801 Nash Street, Sanford, NC",Sanford,Lee County Government,Municipal,919-542-4991,https://leecountync.gov/Blog/Post/4971/TWO-COVID-19-DRIVE-THRU-COMMUNITY-TESTING-EVENTS-SCHEDULED-JUNE-16TH-23RD-IN-LEE-COUNTY,July 28th from 8:30 AM until 6 PM,"The criteria for testing include: anyone with COVID 19 symptoms (fever, cough, shortness of breath, chills, muscle pain, new loss of taste or smell, vomiting or diarrhea, and/or sore throat); and close contacts of known positive cases, regardless of symptoms; and anyone at higher risk of exposure or at a higher risk for severe disease, regardless of symptoms.",Scheduled to Open,Yes,Yes,No,testing only,Yes,No,https://www.nc.gov/covid19,NC,Lee,molecular,Non-medical Facility
9467,St John Missionary Baptist Church,"801 Webbtown Road, Maple Hill, NC 28454",,Kintegra Mobile Site,Non Profit,910-231-0684,https://covid19.ncdhhs.gov/pop-up-testing-sites,June 19th 9 am to 2 pm,Call the number for an appointment,Closed,Yes,Yes,,screening and testing,Yes,No,https://www.nc.gov/covid19,NC,Pender,molecular,Non-medical Facility
9468,Middle District Missionary Baptist Association,"1821 NC Hwy 53 W, Burgaw, NC 28425",,,Non Profit,910-284-6769,https://covid19.ncdhhs.gov/pop-up-testing-sites,July 18th 9 am to 2 pm Only,Call the number for an appointment,Open,,Yes,,testing only,Yes,,https://www.nc.gov/covid19,NC,Pender,molecular,Non-medical Facility
9782,Manna Church,"5117 Cliffdale Road, Fayetteville, NC 28314",Fayetteville,,Non Profit,910-433-3700,http://www.co.cumberland.nc.us/departments/public-health-group/public-health/testing-and-collection-sites,Tuesdays only 9 am to 4 pm,Appointments are available for those individuals over the age of 13 who meet the following criteria. Fill out the online assessment tool for an appointment.,Open,Yes,Yes,No,screening and testing,Yes,Available,https://www.nc.gov/covid19,NC,Cumberland,molecular,Non-medical Facility
10072,COVID-19 Drive-Thru Testing - Walmart Parking Lot,8800 East W T Harris Blvd,Charlotte,Walmart & Quest Diagnostics,Private,866-448-7721,http://www.myquestcovidtest.com/,"Tuesdays, Thursdays 8 a.m. - 9 a.m.","All sites use a self-administered nasal swab test that allows those being tested to swab their own nose onsite while in their vehicles, observed by a trained Walmart pharmacist to ensure the sample is taken correctly, and drop the sealed sample into a container on their way out of the drive-thru site.",Open,Yes,Yes,No,testing only,No,Required,https://www.nc.gov/covid19,NC,Mecklenburg,molecular,Outdoor
10073,COVID-19 Drive-Thru Testing - Walmart Parking Lot,11530 N Tryon St,Charlotte,Walmart & Quest Diagnostics,Private,866-448-7721,http://www.myquestcovidtest.com/,"Tuesdays, Thursdays 8 a.m. - 9 a.m.","All sites use a self-administered nasal swab test that allows those being tested to swab their own nose onsite while in their vehicles, observed by a trained Walmart pharmacist to ensure the sample is taken correctly, and drop the sealed sample into a container on their way out of the drive-thru site.",Open,Yes,Yes,No,testing only,No,Required,https://www.nc.gov/covid19,NC,Mecklenburg,molecular,Outdoor
10142,Edgecombe Co Health Dept Parking Lot,"155 Atlantic Avenue, Rocky Mount, NC 27801",Rocky Mount,Edgecombe County Health Department,State,252-985-4100,https://www.edgecombecountync.gov/departments/health_department/index.php,"June 19th, 22nd, 26th, 29th 9 am to 11:30 am, June 24th 1 to 4 pm",Call for an appointment,Closed,Yes,Yes,,screening and testing,Yes,No,https://www.edgecombecountync.gov/departments/health_department,NC,Edgecombe,molecular,Public Health Department
10143,Kintegra Health Mobile Testing Site - Signal Hill Mall,"1685 E Broad St, Statesville, NC",Statesville,Kintegra Health,Non Profit,704-874-3316,https://www.kintegra.org/wp-content/uploads/2020/06/COVID-Testing-Flyer-Iredell-Update-6-22.pdf,June 22nd 10 am to 2 pm,"Appointments Preferred, Walk-Ins Welcome",Closed,Yes,No,No,testing only,Yes,No,,NC,Iredell County,molecular,Outdoor
10144,Kintegra Health Mobile Testing - Ashbrook High SChool,"2222 S. New Hope Rd, Gastonia, NC",Gastonia,Kintegra Health,Non Profit,704-874-3316,https://www.kintegra.org/wp-content/uploads/2020/06/COVID-Testing-Flyer-Gaston-Update-6-22.pdf,June 25th 10 am to 2 pm,"Appointments Preferred, Walk-ins Welcome",Closed,Yes,No,No,screening and testing,Yes,,,NC,Gaston,molecular,Outdoor
10145,Drive-By Testing Mount Vernon Christian Church,"300 North Lombard Street, Clayton, NC 27520",Clayton,Commwell Health,Non Profit,910-567-7114,https://www.commwellhealth.org/,Thursday June 25th 10 am to 3 pm,Call for an appointment,Closed,Yes,Yes,No,testing only,Yes,,https://www.johnstonnc.com/content.cfm?id=1485,NC,Johntston,molecular,Outdoor
10146,Gray's Creek Missionary Baptist Church,"4750 Gray's Creek Church Road, Hope Mills, NC 28348",Hope Mills,,Non Profit,910-483-7315,https://www.facebook.com/grayscreekmissionarybc/,July 1st 4 pm to 7pm,Join us for Free COVID-19 TESTING on July 1st from 4pm-7pm at Gray’s Creek Baptist Church... YOU MUST PRE-REGISTER by calling 910-483-7315 everyday from 8am-5pm!!! FREE ￼,Closed,,Yes,,testing only,Yes,,,NC,Cumberland,molecular,Outdoor
10147,St John Missionary Baptist Church,"2586 Old Ocean Hwy, Bolivia, NC",Bolivia,Goshen Medical,Non Profit,910-515-6067,https://www.brunswickcountync.gov/health/coronavirus/testing/,4 pm to 7 pm July 1st,Call for an appointment,Closed,Yes,Yes,,testing only,Yes,,https://www.brunswickcountync.gov/health/coronavirus/testing/,NC,Brunswick,molecular,Outdoor
10148,First Baptist Southport,"619 N. Lloyd Street, Southport, NC",Southport,Goshen Medical,Non Profit,910-515-6067,https://www.brunswickcountync.gov/health/coronavirus/testing/,July 10th 9 am to 2 pm,Call for an appointment,Closed,Yes,Yes,No,testing only,Yes,,https://www.brunswickcountync.gov/health/coronavirus/testing/,NC,Brunswick,molecular,Outdoor
10149,Shiloh Missionary Baptist Church,"719 Walnut Street, Wilmington, NC",Wilmington,Goshen Medical,Non Profit,910-515-6067,https://www.brunswickcountync.gov/health/coronavirus/testing/,July 11th 9 am to 2 pm,Call for an appointment,Closed,Yes,Yes,,testing only,Yes,,https://www.brunswickcountync.gov/health/coronavirus/testing/,NC,Brunswick,molecular,Outdoor
10150,Royal Chapel Missionary Baptist Church,"7660 Ivanhoe Road, Ivanhoe, NC 28447",Ivanhoe,,Non Profit,910-385-8468,https://covid19.ncdhhs.gov/about-covid-19/testing/find-my-testing-place/pop-testing-sites,July 10th 9 am to 2 pm,Call for an appointment,Closed,Yes,Yes,,testing only,,,http://www.sampsonnc.com/news_detail_T6_R413.php,NC,Sampson,molecular,Outdoor
10299,James D. Bernstein Community Health Center of GCHC,"261 W Belvoir Hwy, Greenville, NC 27834",Greenville,"Greene County Health Care, Inc.",,252-695-6352,https://gchcinc.org/clinics/,M - F 8:30 AM to 4:00 PM,call for an appointment,Open,No,Yes,No,screening and testing,Yes,No,,NC,Pitt,antibody,Medical Center
10300,Greenville VA Clinic,"401 Moye Blvd, Greenville, NC 27834",Greenville,,VA,(252) 830-2149,https://www.durham.va.gov/locations/Greenville.asp,M - F 8:00 AM to 4:30 PM,Call ahead for an appointment and/or virtual screening,Open,No,Yes,No,screening and testing,Yes,Required,,NC,Pitt,molecular,Clinic
10381,Med Mart Primary and Urgent Care ,"4450 Fayetteville Rd. 
Raleigh, NC 27603",Raleigh ,Rodolfo Reyes ,Private,919-772-3154,http://edgewatermedicalcenter.com/,Monday through Sunday 10:00am to 5:00pm,Patients need to have a mask and call clinic for an appointment for testing.,Open,Yes,Yes,No,screening and testing,Yes,Available,http://www.wakegov.com/Pages/default.aspx,NC,Wake,molecular,Urgent Care
10382,Health Zone Primary and Urgent Care ,"707 Lassiter Street, Smithfield, NC 27577",Smithfield ,Rodolfo Reyes ,Private,919-912-5160,http://edgewatermedicalcenter.com/,monday 9am to 5pm to Friday 9:00am to 5:00pm,Patients please call and have mask available before testing.,Open,Yes,Yes,No,screening and testing,Yes,Available,https://johnstonnc.com/,NC,Johnston,molecular,Clinic
10383,Med Mart Primary and Urgent Care ,"7212 GB Alford Hwy, Holly Springs, NC 27540",Holly Springs,Rodolfo Reyes ,Private,919-552-1520,http://edgewatermedicalcenter.com/,Monday thorugh Sunday 10:00am to 5:00pm ,Please have mask available before testing ,Open,No,Yes,No,screening and testing,Yes,Available,http://www.wakegov.com/Pages/default.aspx,NC,Wake,molecular,Urgent Care
10386,Edgewater Medical Center ,"100 S. 10TH Street, Lillington, NC 27546",Lillington ,Rodolfo Reyes,Private,910-893-4111,http://edgewatermedicalcenter.com/,Monday through Saturday 9:00am to 5:00pm,"All patients need to call before testing, most testing is done in a drive up manner. Please have mask available prior to testing.",Open,Yes,Yes,No,screening and testing,Yes,Available,http://harnett.org/,NC,Harnett,molecular,Urgent Care
10392,Carver Library and FTCC Mazie Woodruff Center Parking Lot,"4915 Lansing Drive, Winston Salem, NC 27105",Winston Salem,,Municipal,704-225-6288,https://starmed.care/,"July 17th  5 pm to 8 pm, July 18th 9 am to Noon",Schedule Virtual Visit through our website (enter information of each individual you want tested separately),Open,Yes,Yes,,screening and testing,Yes,Required,,NC,Forsyth,molecular and antibody,Outdoor
10393,First Missionary Baptist Church,"195 W David Parnell Street, Parkton, NC 28371",,CoreResponse Team,Non Profit,None,https://robeson.curativeinc.com/welcome,June 26th & 27th 10 am to 1 pm,Go to the website for an appointment,Closed,Yes,Yes,,testing only,,,,NC,Robeson,molecular,Non-medical Facility
10394,BF Grady Elementary School,"2627 N NC 11 903 Hwy, Albertson, NC 28508",Alberston,,Municipal,910-267-2044,https://www.facebook.com/duplincountygov/,June 26th 10:30 am to 1:30 pm,Residents must pre-register by phone!,Closed,Yes,Yes,No,testing only,Yes,No,http://nutritionnc.com/wic/index.htm,NC,Duplin,molecular,Outdoor
10395,Warsaw Elementary School,"158 Lanefield Road, Warsaw, NC",Warsaw,,Municipal,819-372-9151,https://www.facebook.com/duplincountygov/,June 26th 10:30 am to 1:30 pm,Residents must call to Pre-Register!,Closed,Yes,Yes,,testing only,Yes,,https://www.nutritionnc.com/wic/index.htm,NC,Duplin,molecular,Outdoor
10396,Duplin County Events Center,"195 Fairgrounds Drive, Kenansville, NC",Kenansville,,Municipal,910-267-2044,https://www.facebook.com/duplincountygov/,July 27th from 2 pm to 6 pm,Open to all Duplin County Residents. Must call & pre-registered,Scheduled to Open,Yes,Yes,,testing only,Yes,,https://www.nutritionnc.com/wic/index.htm,NC,Duplin,molecular,Outdoor
10397,St James AME Zion Church,"448 Carroll Street, Magnolia, NC",Magnolia,,Non Profit,910-372-9151,https://www.facebook.com/duplincountygov/,June 30th 10:30 am to 1:30 pm,Open to all Duplin County Residents. Must call to pre-registered,Closed,Yes,Yes,,testing only,Yes,,,NC,Duplin,molecular,Outdoor
10398,Corbett Sports Center,"405 Benbow Road, Greensboro, NC",Greensboro,,Municipal,336-641-7527,https://www.facebook.com/GuilfordCountyPublicHealth/,"June 29th, 30th & July 1st 10 am to 2 pm",Testing will be done by appointment only and must be scheduled in advance by calling 336-641-7527.,Closed,Yes,Yes,,testing only,Yes,,https://www.guilfordcountync.gov/our-county/human-services/health-department/coronavirus-covid-19-info,NC,Guilford,molecular,Outdoor
10399,Rutherford County Emergencey Operations Center,"21 Callahan Koon Rd, Spindale, NC, 28160, USA",Spindale,,Municipal,,https://www.facebook.com/FoothillsPublicHealth/,June 24th 10 am to Noon & 5:30 pm to 7:30 pm,Just a reminder that there is a free drive thru COVID-19 testing site tomorrow (Wednesday) at the Health Department. Testing hours are 10:00 am - 12:00 pm and 5:30 pm - 7:30 pm. Please enter the testing area off of Fairground Road behind DSS and the Library.,Closed,Yes,,,testing only,,,,NC,Rutherford,molecular,Outdoor
10400,Addies' Chapel Church,"201 Ridley Street, Marion, NC",,,Non Profit,828-527-6687,https://local.nixle.com/alert/8075466/,June 24th 9 am to 11 am,Citizens can utilize an online COVID-19 screening tool by going to https://mcdowell.clearstep.health/ and completing the assessment.  Additional statistics related to COVID-19 testing in McDowell County can be found by visiting http://www.mcdowellem.com/covid-19.html,Temporarily Closed,Yes,Yes,,screening and testing,Yes,,https://local.nixle.com/alert/8075466/,NC,McDowell,molecular,Outdoor
10401,Sunshine Elementary School,"231 Toney Road, Bostic, NC",,,Municipal,828-289-1185,https://www.facebook.com/pg/rcemergencymanagement,July 1st 1 pm to 3 pm,Free county drive thru testing site,Closed,Yes,,No,testing only,,,https://www.facebook.com/pg/rcemergencymanagement,NC,Rutherford,molecular,Outdoor
10402,Cliffside Elementary School,"4016 US 221 A Hwy, Cliffisde, NC",Cliffside,,Municipal,828-287-6339,https://www.facebook.com/pg/rcemergencymanagement,July 8th 10 am to Noon,Free County Drive Thru Testing Site,Closed,Yes,,,testing only,,,https://www.facebook.com/pg/rcemergencymanagement,NC,Rutherford,molecular,Outdoor
10403,Forest City Housing Authority,"147 E Spruce Street, Forest City, NC",Forest City,,Municipal,828-287-6339,https://www.facebook.com/pg/rcemergencymanagement/posts/?ref=page_internal,July 15th 10 am to Noon,Free County Drive Thru Testing Site,Closed,Yes,,,testing only,,,https://www.facebook.com/pg/rcemergencymanagement/posts/?ref=page_internal,NC,Rutherford,molecular,Outdoor
10404,McDowell Count Health Department,"408 Spaulding Rd, Marion, NC 28752",Marion,,Municipal,828-527-6687,https://local.nixle.com/alert/8075466/,"June 25th, 26th & 29th 9 am to 11 am","The Health Department is continuing to test individuals for COVID-19.  If an individual would like to be tested, they can call the hotline at (828) 527- 6687. The operator will ask a list of questions and will provide the caller with the appropriate instructions based upon the answers given.",Closed,Yes,Yes,,screening and testing,Yes,,"The Health Department is continuing to test individuals for COVID-19.  If an individual would like to be tested, they can call the hotline at (828) 527- 6687. The operator will ask a list of questions and will provide the caller with the appropriate instru",NC,McDowell,molecular,Public Health Department
10405,Old Fort Town Hall,"38 S Catawba Ave, Old Fort, NC",Old Fort,,Municipal,828-527-6687,https://local.nixle.com/alert/8075466/,June 30th from 9 am to 11 am,"The Health Department is continuing to test individuals for COVID-19.  If an individual would like to be tested, they can call the hotline at (828) 527- 6687. The operator will ask a list of questions and will provide the caller with the appropriate instructions based upon the answers given.",Closed,Yes,Yes,,screening and testing,Yes,,http://www.foothillshd.org/,NC,McDowell,molecular,Outdoor
10406,McDowell High School,"600 W McDowell Jr High School Road, Marion, NC",Marion,,Municipal,828-527-6687,https://local.nixle.com/alert/8075466/,July 1st 9 am to 2 pm,"The Health Department is continuing to test individuals for COVID-19.  If an individual would like to be tested, they can call the hotline at (828) 527- 6687. The operator will ask a list of questions and will provide the caller with the appropriate instructions based upon the answers given",Closed,Yes,Yes,,screening and testing,Yes,,http://www.foothillshd.org/,NC,McDowell,molecular,Outdoor
10407,St Joseph Miracle Revival Center,"4657 Daniel McLeod Rd, Red Springs, NC, 28377, USA",Red Spring,,Non Profit,unknown,https://robeson.curativeinc.com/welcome,July 10th & 11th 10 am to 1 pm,Go to the website for an appointment,Closed,Yes,Yes,No,testing only,,,https://www.robesoncountyhealthdepartment.com/,NC,Robeson,molecular,Non-medical Facility
10408,Rowland Depot,"West Main Street, Rowland, NC 28383",Rowland,,Municipal,unknown,https://robeson.curativeinc.com/welcome,July 17th & 18th 10 am to 1 pm,Go to the website for an appointment,Open,Yes,Yes,,testing only,,,https://www.robesoncountyhealthdepartment.com/,NC,Robeson,molecular,Outdoor
10752,Montgomery County Health Department Drive-thru Testing Site,"110 W Main St, Biscoe, NC 27209",Biscoe,Montgomery County Health Department,County,(910) 572-1393,http://www.montgomerycountync.com/departments/health-department/health-info/2019-novel-coronavirus-2019-ncov,2pm-6pm Tuesdays only,"Drive-thru testing is available in Montgomery County. Each Town will offer drive-thru testing one day of the week. Please contact your local Town Hall to schedule an appointment. An appointment is required to get tested. Before arriving, please complete the Drive-Thru Testing Form (Espanol).",Open,Yes,Yes,No,screening and testing,Yes,No,http://www.montgomerycountync.com/departments/health-department/health-info/2019-novel-coronavirus-2019-ncov,NC,Montgomery,molecular,Outdoor
10753,Montgomery County Health Department Drive-thru Testing Site,"414 S Main St, Candor, NC 27229",Candor,Montgomery County Health Department,County,(910) 572-1393,http://www.montgomerycountync.com/departments/health-department/health-info/2019-novel-coronavirus-2019-ncov,2pm-6pm Wednesdays only,"Drive-thru testing is available in Montgomery County. Each Town will offer drive-thru testing one day of the week. Please contact your local Town Hall to schedule an appointment. An appointment is required to get tested. Before arriving, please complete the Drive-Thru Testing Form (Espanol).

Mondays - Troy
Tuesdays - Biscoe
Wednesdays - Candor
Thursdays - Mt. Gilead
Fridays - Star",Open,Yes,Yes,No,screening and testing,Yes,No,http://www.montgomerycountync.com/departments/health-department/health-info/2019-novel-coronavirus-2019-ncov,NC,Montgomery,molecular,Outdoor
10754,Montgomery County Health Department Drive-thru Testing Site,"110 West Allenton Street, Mount Gilead, NC 27306",Mt. Gilead,Montgomery County Health Department,County,(910) 572-1393,http://www.montgomerycountync.com/departments/health-department/health-info/2019-novel-coronavirus-2019-ncov,2pm-6pm Thursdays only,"Drive-thru testing is available in Montgomery County. Each Town will offer drive-thru testing one day of the week. Please contact your local Town Hall to schedule an appointment. An appointment is required to get tested. Before arriving, please complete the Drive-Thru Testing Form (Espanol).

Mondays - Troy
Tuesdays - Biscoe
Wednesdays - Candor
Thursdays - Mt. Gilead
Fridays - Star",Open,Yes,Yes,No,screening and testing,Yes,No,http://www.montgomerycountync.com/departments/health-department/health-info/2019-novel-coronavirus-2019-ncov,NC,Montgomery,molecular,Outdoor
10756,Montgomery County Health Department Drive-thru Testing Site,"454 S Main St, Star, NC 27356",Star,Montgomery County Health Department,County,(910) 572-1393,http://www.montgomerycountync.com/departments/health-department/health-info/2019-novel-coronavirus-2019-ncov,2pm-6pm Fridays only,"Drive-thru testing is available in Montgomery County. Each Town will offer drive-thru testing one day of the week. Please contact your local Town Hall to schedule an appointment. An appointment is required to get tested. Before arriving, please complete the Drive-Thru Testing Form (Espanol).

Mondays - Troy
Tuesdays - Biscoe
Wednesdays - Candor
Thursdays - Mt. Gilead
Fridays - Star",Open,Yes,Yes,No,screening and testing,Yes,No,http://www.montgomerycountync.com/departments/health-department/health-info/2019-novel-coronavirus-2019-ncov,NC,Montgomery,molecular,Outdoor
10767,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"13440 NC 210 Highway, Benson, NC 27504",Benson,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Johnston,molecular,Retail
10812,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"5700 Albemarle Road, Charlotte, NC 28212",Charlotte,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Mecklenburg,molecular,Retail
10820,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"1235 Pecan Avenue, Charlotte, NC 28205",Charlotte,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Mecklenburg,molecular,Retail
10843,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"215 North Center Street, Statesville, NC 28677",Statesville,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Iredell,molecular,Retail
10844,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"306 East Woodlawn Road, Charlotte, NC 28217",Charlotte,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Mecklenburg,molecular,Retail
10845,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"4391 Central Ave., Charlotte, NC 28205",Charlotte,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Mecklenburg,molecular,Retail
10849,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"2325 Village Lake Drive, Charlotte, NC 28227",Charlotte,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Mecklenburg,molecular,Retail
10851,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"5471 University Parkway, Winston-Salem, NC 27105",Winston-Salem,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Forsyth,molecular,Retail
10852,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"1127 N. Bridge Street, Elkin, NC 28621",Elkin,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Surry,molecular,Retail
10860,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"4923 Raeford Road, Fayetteville, NC 28304",Fayetteville,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Cumberland,molecular,Retail
10862,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"1845 Martin Luther King Parkway, Durham, NC 27707",Durham,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Durham,molecular,Retail
10865,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"3737 Roxboro Street, Durham, NC 27704",Durham,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Durham,molecular,Retail
10919,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"634 South Main, Kenansville, NC 28349",Kenansville,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Duplin,molecular,Retail
10922,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"16035 Johnston Road, Charlotte, NC 28277",Charlotte,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Mecklenberg,molecular,Retail
10925,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"2605 Sunset Avenue, Rocky Mount, NC 27804",Rocky Mount,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Nash,molecular,Retail
10927,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"3001 Fayetteville Rd, Lumberton, NC 28358",Lumberton,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Robeson,molecular,Retail
10973,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"589 N Martin Luther King Jr. Drive, Winston-Salem, NC 27101",Winston-Salem,CVS Health,Private,,https://www.cvs.com/minuteclinic/covid-19-testing,by appointment,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,No,Required,,NC,Forsyth,molecular,Retail
11173,Benson Middle SChool,"1600 N Wall Street, Benson, NC 27504",Benson,CommWell Health,Private,910-567-7114,https://www.commwellhealth.org/blog/covid-testing-locations-and-schedule-commwell-health,July 7th 9 am to 3 pm,The COVID-19 testing is being offered at no cost through CommWell Health.  You do not have to have symptoms to get tested. There is no out-of-pocket cost and no appointment is required. For more information about the events or for questions about COVID-19 call 910-567-7114.,Closed,Yes,Yes,,testing only,No,No,,NC,Johnston,molecular,Outdoor
11174,Bryant Swamp Missionary Baptist Church,"61 Bryant Swamp Road, Bladenboro, NC 28320",Bladenboro,CommWell Health,Non Profit,910-567-7114,https://www.commwellhealth.org/blog/covid-testing-locations-and-schedule-commwell-health,July 21st 9 am to Noon,Call to register.,Scheduled to Open,Yes,Yes,,testing only,Yes,No,https://covid19.ncdhhs.gov/about-covid-19/testing/find-my-testing-place/pop-testing-sites,NC,Bladen,molecular,Outdoor
11175,Christ Catherdral of the Triad,"4401 Alliance Church Rd, Greensboro, NC, 27406, USA",,CommWell Health,Non Profit,910-567-7114,https://www.commwellhealth.org/blog/covid-testing-locations-and-schedule-commwell-health,July 21: 9 am - 12 pm:,"No Out-of-Pocket Cost / La Prueba es Gratis
You Do Not Have To Exhibit Any Symptoms / No tiene que tener síntomas para recibir la prueba
Testing Available To All Ages / La prueba es para todas edades",Scheduled to Open,Yes,No,No,testing only,No,No,,NC,Bladen,molecular,Outdoor
